interaction_id	effect	arrow	genesymbol_source	uniprot_source	genesymbol_target	uniprot_target	C-type lectin receptor signaling pathway	Cytokine-cytokine receptor interaction	Cytosolic DNA-sensing pathway	Estrogen signaling pathway	IL-17 signaling pathway	NF-kappa B signaling pathway	NOD-like receptor signaling pathway	Osteoclast differentiation	Regulation of actin cytoskeleton	RIG-I-like receptor signaling pathway	T cell receptor signaling pathway	Th17 cell differentiation	TNF signaling pathway	Toll-like receptor signaling pathway	Viral protein interaction with cytokine and cytokine receptor	sum.interaction	pathway.interaction	reference	CyFi_MAP_interactions	status	expression_dorothea
P17181_P42224_activation	activation	-->	IFNAR1	P17181	STAT1	P42224	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	Toll-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
P17612_O43889_activation	activation	-->	PRKACA	P17612	CREB3	O43889	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Estrogen signaling pathway	KEGG	FALSE	NA	FALSE
P17612_P04049_inhibition	inhibition	--|	PRKACA	P17612	RAF1	P04049	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Estrogen signaling pathway	KEGG	FALSE	NA	FALSE
P17612_P48549_inhibition	inhibition	--|	PRKACA	P17612	KCNJ3	P48549	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Estrogen signaling pathway	KEGG	FALSE	NA	FALSE
P19174_O43561_binding/association	binding/association	---	PLCG1	P19174	LAT	O43561	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
P19174_O95267_compound - 6	compound - 6	6	PLCG1	P19174	RASGRP1	O95267	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
P19174_Q04759_compound - 6	compound - 6	6	PLCG1	P19174	PRKCQ	Q04759	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
P19174_Q08209_compound - 16	compound - 16	16	PLCG1	P19174	PPP3CA	Q08209	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	NA	KEGG	FALSE	NA	FALSE
P19174_Q13094_binding/association	binding/association	---	PLCG1	P19174	LCP2	Q13094	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
P19438_Q12933_activation	activation	-->	TNFRSF1A	P19438	TRAF2	Q12933	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	Osteoclast differentiation	KEGG	FALSE	NA	FALSE
P19438_Q15628_activation	activation	-->	TNFRSF1A	P19438	TRADD	Q15628	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	TNF signaling pathway	KEGG	FALSE	NA	FALSE
P19634_P15311_activation	activation	-->	SLC9A1	P19634	EZR	P15311	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
P19838_Q04206_binding/association	binding/association	---	NFKB1	P19838	RELA	Q04206	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
P20333_Q12933_activation	activation	-->	TNFRSF1B	P20333	TRAF2	Q12933	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	TNF signaling pathway	KEGG	FALSE	NA	FALSE
P20333_Q5VWQ8_activation	activation	-->	TNFRSF1B	P20333	DAB2IP	Q5VWQ8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	TNF signaling pathway	KEGG	FALSE	NA	FALSE
P20749_P19838_binding/association	binding/association	---	BCL3	P20749	NFKB1	P19838	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
P20963_P06241_phosphorylation	phosphorylation	+p	CD247	P20963	FYN	P06241	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
P21580_O43353_inhibition	inhibition	--|	TNFAIP3	P21580	RIPK2	O43353	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
P23458_P29597_binding/association	binding/association	---	JAK1	P23458	TYK2	P29597	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
P23458_P42224_activation	activation	-->	JAK1	P23458	STAT1	P42224	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	NA	KEGG	FALSE	NA	FALSE
P25116_Q14344_activation	activation	-->	F2R	P25116	GNA13	Q14344	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
P25942_Q9Y4K3_binding/association	binding/association	---	CD40	P25942	TRAF6	Q9Y4K3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NF-kappa B signaling pathway	KEGG	FALSE	NA	FALSE
P25963_P19838_dissociation	dissociation	-+-	NFKBIA	P25963	NFKB1	P19838	0	0	1	0	0	1	1	1	0	1	1	0	1	1	0	8	NA	KEGG	FALSE	NA	FALSE
P28482_O43889_activation	activation	-->	MAPK1	P28482	CREB3	O43889	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Estrogen signaling pathway	KEGG	FALSE	NA	FALSE
P28482_P01100_activation	activation	-->	MAPK1	P28482	FOS	P01100	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	NA	KEGG	FALSE	NA	FALSE
P28482_P03372_activation	activation	-->	MAPK1	P28482	ESR1	P03372	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Estrogen signaling pathway	KEGG	FALSE	NA	FALSE
P28482_P05412_activation	activation	-->	MAPK1	P28482	JUN	P05412	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	NA	KEGG	FALSE	NA	FALSE
P28482_P17676_inhibition	inhibition	--|	MAPK1	P28482	CEBPB	P17676	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	IL-17 signaling pathway	KEGG	FALSE	NA	FALSE
P28482_Q13464_inhibition	inhibition	--|	MAPK1	P28482	ROCK1	Q13464	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
P28482_Q92731_activation	activation	-->	MAPK1	P28482	ESR2	Q92731	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Estrogen signaling pathway	KEGG	FALSE	NA	FALSE
P28838_Q14344_activation	activation	-->	LAP3	P28838	GNA13	Q14344	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
P29350_P16410_binding/association	binding/association	---	PTPN6	P29350	CTLA4	P16410	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
P29350_P20963_inhibition	inhibition	--|	PTPN6	P29350	CD247	P20963	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
P29350_P43403_inhibition	inhibition	--|	PTPN6	P29350	ZAP70	P43403	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
P29350_Q15116_binding/association	binding/association	---	PTPN6	P29350	PDCD1	Q15116	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
P29474_O43889_compound - 5	compound - 5	5	NOS3	P29474	CREB3	O43889	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Estrogen signaling pathway	KEGG	FALSE	NA	FALSE
P29965_P25942_activation	activation	-->	CD40LG	P29965	CD40	P25942	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	NA	KEGG	FALSE	NA	FALSE
P30273_P43405_binding/association	binding/association	---	FCER1G	P30273	SYK	P43405	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
P31785_P40763_activation	activation	-->	IL2RG	P31785	STAT3	P40763	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Th17 cell differentiation	KEGG	FALSE	NA	FALSE
P31785_P42226_activation	activation	-->	IL2RG	P31785	STAT6	P42226	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Th17 cell differentiation	KEGG	FALSE	NA	FALSE
P31785_P42229_activation	activation	-->	IL2RG	P31785	STAT5A	P42229	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Th17 cell differentiation	KEGG	FALSE	NA	FALSE
P33241_P62070_activation	activation	-->	LSP1	P33241	RRAS2	P62070	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
P33241_Q14164_binding/association	binding/association	---	LSP1	P33241	IKBKE	Q14164	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
P33241_Q9NQC7_binding/association	binding/association	---	LSP1	P33241	CYLD	Q9NQC7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
P33241_Q9NZN5_binding/association	binding/association	---	LSP1	P33241	ARHGEF12	Q9NZN5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
P35372_P63096_activation	activation	-->	OPRM1	P35372	GNAI1	P63096	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Estrogen signaling pathway	KEGG	FALSE	NA	FALSE
P35568_P42336_activation	activation	-->	IRS1	P35568	PIK3CA	P42336	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	Osteoclast differentiation	KEGG	FALSE	NA	FALSE
P35579_O14950_binding/association	binding/association	---	MYH9	P35579	MYL12B	O14950	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
P36897_Q15796_activation	activation	-->	TGFBR1	P36897	SMAD2	Q15796	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Th17 cell differentiation	KEGG	FALSE	NA	FALSE
P40225_P40238_activation	activation	-->	THPO	P40225	MPL	P40238	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Cytokine-cytokine receptor interaction	KEGG	FALSE	NA	FALSE
P41159_P48357_activation	activation	-->	LEP	P41159	LEPR	P48357	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Cytokine-cytokine receptor interaction	KEGG	FALSE	NA	FALSE
P41279_O14733_activation	activation	-->	MAP3K8	P41279	MAP2K7	O14733	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	TNF signaling pathway	KEGG	FALSE	NA	FALSE
P41279_Q02750_phosphorylation	phosphorylation	+p	MAP3K8	P41279	MAP2K1	Q02750	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	NA	KEGG	FALSE	NA	FALSE
P41279_Q99558_activation	activation	-->	MAP3K8	P41279	MAP3K14	Q99558	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
P42224_Q00978_binding/association	binding/association	---	STAT1	P42224	IRF9	Q00978	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	NA	KEGG	FALSE	NA	FALSE
P42336_O15530_compound - 5	compound - 5	5	PIK3CA	P42336	PDPK1	O15530	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
P42336_P15498_compound - 5	compound - 5	5	PIK3CA	P42336	VAV1	P15498	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
P42336_Q13009_compound - 5	compound - 5	5	PIK3CA	P42336	TIAM1	Q13009	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
P42336_Q9Y243_compound - 5	compound - 5	5	PIK3CA	P42336	AKT3	Q9Y243	1	0	0	1	0	0	0	1	0	0	1	0	1	1	0	6	NA	KEGG	FALSE	NA	FALSE
P43403_O43561_activation	activation	-->	ZAP70	P43403	LAT	O43561	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	3	NA	KEGG	FALSE	NA	FALSE
P43403_P20963_binding/association	binding/association	---	ZAP70	P43403	CD247	P20963	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
P43403_Q12959_binding/association	binding/association	---	ZAP70	P43403	DLG1	Q12959	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
P43403_Q13094_activation	activation	-->	ZAP70	P43403	LCP2	Q13094	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
P43403_Q16539_activation	activation	-->	ZAP70	P43403	MAPK14	Q16539	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
P43405_P16885_activation	activation	-->	SYK	P43405	PLCG2	P16885	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
P43405_Q06187_activation	activation	-->	SYK	P43405	BTK	Q06187	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NF-kappa B signaling pathway	KEGG	FALSE	NA	FALSE
P43405_Q8WV28_activation	activation	-->	SYK	P43405	BLNK	Q8WV28	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	Osteoclast differentiation	KEGG	FALSE	NA	FALSE
P43405_Q9H257_activation	activation	-->	SYK	P43405	CARD9	Q9H257	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
P43490_P04839_activation	activation	-->	NAMPT	P43490	CYBB	P04839	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
P45983_P01100_activation	activation	-->	MAPK8	P45983	FOS	P01100	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	NA	KEGG	FALSE	NA	FALSE
P45983_P05412_activation	activation	-->	MAPK8	P45983	JUN	P05412	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3	NA	KEGG	FALSE	NA	FALSE
P45983_Q96J02_phosphorylation	phosphorylation	+p	MAPK8	P45983	ITCH	Q96J02	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	TNF signaling pathway	KEGG	FALSE	NA	FALSE
P46734_Q16539_phosphorylation	phosphorylation	+p	MAP2K3	P46734	MAPK14	Q16539	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	NA	KEGG	FALSE	NA	FALSE
P46736_Q96P20_activation	activation	-->	BRCC3	P46736	NLRP3	Q96P20	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
P48061_P28838_activation	activation	-->	CXCL12	P48061	LAP3	P28838	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
P48061_P61073_activation	activation	-->	CXCL12	P48061	CXCR4	P61073	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	NA	KEGG	FALSE	NA	FALSE
P49137_P33241_activation	activation	-->	MAPKAPK2	P49137	LSP1	P33241	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
P49841_O95644_inhibition	inhibition	--|	GSK3B	P49841	NFATC1	O95644	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
P49841_P17676_inhibition	inhibition	--|	GSK3B	P49841	CEBPB	P17676	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	IL-17 signaling pathway	KEGG	FALSE	NA	FALSE
P50148_Q9NQ66_activation	activation	-->	GNAQ	P50148	PLCB1	Q9NQ66	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Estrogen signaling pathway	KEGG	FALSE	NA	FALSE
P51617_O43318_activation	activation	-->	IRAK1	P51617	MAP3K7	O43318	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NF-kappa B signaling pathway	KEGG	FALSE	NA	FALSE
P51617_Q92985_activation	activation	-->	IRAK1	P51617	IRF7	Q92985	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	Toll-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
P52564_Q16539_activation	activation	-->	MAP2K6	P52564	MAPK14	Q16539	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	Osteoclast differentiation	KEGG	FALSE	NA	FALSE
P53667_P23528_inhibition	inhibition	--|	LIMK1	P53667	CFL1	P23528	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
P59044_Q9ULZ3_binding/association	binding/association	---	NLRP6	P59044	PYCARD	Q9ULZ3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
P59046_P19838_inhibition	inhibition	--|	NLRP12	P59046	NFKB1	P19838	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
P59046_Q9ULZ3_binding/association	binding/association	---	NLRP12	P59046	PYCARD	Q9ULZ3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
P60568_P01589_activation	activation	-->	IL2	P60568	IL2RA	P01589	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Th17 cell differentiation	KEGG	FALSE	NA	FALSE
P60568_P31785_activation	activation	-->	IL2	P60568	IL2RG	P31785	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Th17 cell differentiation	KEGG	FALSE	NA	FALSE
P60953_O00401_activation	activation	-->	CDC42	P60953	WASL	O00401	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
P60953_O75914_activation	activation	-->	CDC42	P60953	PAK3	O75914	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
P60953_P46940_activation	activation	-->	CDC42	P60953	IQGAP1	P46940	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
P60953_Q9NSV4_activation	activation	-->	CDC42	P60953	DIAPH3	Q9NSV4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
P61073_Q14344_activation	activation	-->	CXCR4	P61073	GNA13	Q14344	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
P61586_O60610_activation	activation	-->	RHOA	P61586	DIAPH1	O60610	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
P61586_P63000_inhibition	inhibition	--|	RHOA	P61586	RAC1	P63000	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
P61586_Q13464_activation	activation	-->	RHOA	P61586	ROCK1	Q13464	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
P61586_Q16512_activation	activation	-->	RHOA	P61586	PKN1	Q16512	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
P62070_P04049_activation	activation	-->	RRAS2	P62070	RAF1	P04049	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
P62070_P10398_activation	activation	-->	RRAS2	P62070	ARAF	P10398	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
P62070_P42336_activation	activation	-->	RRAS2	P62070	PIK3CA	P42336	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
P62070_Q15052_activation	activation	-->	RRAS2	P62070	ARHGEF6	Q15052	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
P62993_O43561_binding/association	binding/association	---	GRB2	P62993	LAT	O43561	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
P62993_Q07889_activation	activation	-->	GRB2	P62993	SOS1	Q07889	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	NA	KEGG	FALSE	NA	FALSE
P63000_O75914_activation	activation	-->	RAC1	P63000	PAK3	O75914	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
P63000_P13498_activation	activation	-->	RAC1	P63000	CYBA	P13498	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	Osteoclast differentiation	KEGG	FALSE	NA	FALSE
P63000_P42336_activation	activation	-->	RAC1	P63000	PIK3CA	P42336	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	Toll-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
P63000_P46940_activation	activation	-->	RAC1	P63000	IQGAP1	P46940	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
P63000_Q86YV6_inhibition	inhibition	--|	RAC1	P63000	MYLK4	Q86YV6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
P63000_Q9UQB8_activation	activation	-->	RAC1	P63000	BAIAP2	Q9UQB8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
P63000_Q9Y2I7_activation	activation	-->	RAC1	P63000	PIKFYVE	Q9Y2I7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
P63092_P12931_activation	activation	-->	GNAS	P63092	SRC	P12931	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Estrogen signaling pathway	KEGG	FALSE	NA	FALSE
P63092_Q08828_activation	activation	-->	GNAS	P63092	ADCY1	Q08828	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Estrogen signaling pathway	KEGG	FALSE	NA	FALSE
P63096_P48549_activation	activation	-->	GNAI1	P63096	KCNJ3	P48549	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Estrogen signaling pathway	KEGG	FALSE	NA	FALSE
P68400_P25963_activation	activation	-->	CSNK2A1	P68400	NFKBIA	P25963	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NF-kappa B signaling pathway	KEGG	FALSE	NA	FALSE
P98077_P62993_activation	activation	-->	SHC2	P98077	GRB2	P62993	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Estrogen signaling pathway	KEGG	FALSE	NA	FALSE
P98170_O43353_ubiquitination	ubiquitination	+u	XIAP	P98170	RIPK2	O43353	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
P98174_P60953_activation	activation	-->	FGD1	P98174	CDC42	P60953	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q00987_P10914_binding/association	binding/association	---	MDM2	Q00987	IRF1	P10914	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q01201_Q00653_binding/association	binding/association	---	RELB	Q01201	NFKB2	Q00653	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q02750_P28482_activation	activation	-->	MAP2K1	Q02750	MAPK1	P28482	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	NA	KEGG	FALSE	NA	FALSE
Q04206_Q01201_binding/association	binding/association	---	RELA	Q04206	RELB	Q01201	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q04759_O43318_activation	activation	-->	PRKCQ	Q04759	MAP3K7	O43318	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q04759_Q9BWT7_activation	activation	-->	PRKCQ	Q04759	CARD10	Q9BWT7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NF-kappa B signaling pathway	KEGG	FALSE	NA	FALSE
Q04759_Q9BXL7_activation	activation	-->	PRKCQ	Q04759	CARD11	Q9BXL7	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	NA	KEGG	FALSE	NA	FALSE
Q05655_P28482_activation	activation	-->	PRKCD	Q05655	MAPK1	P28482	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q05655_Q08828_activation	activation	-->	PRKCD	Q05655	ADCY1	Q08828	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Estrogen signaling pathway	KEGG	FALSE	NA	FALSE
Q05655_Q9H257_activation	activation	-->	PRKCD	Q05655	CARD9	Q9H257	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q05655_Q9NPP4_activation	activation	-->	PRKCD	Q05655	NLRC4	Q9NPP4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q05823_Q9H6R0_activation	activation	-->	RNASEL	Q05823	DHX33	Q9H6R0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q06187_O14920_activation	activation	-->	BTK	Q06187	IKBKB	O14920	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NF-kappa B signaling pathway	KEGG	FALSE	NA	FALSE
Q06187_P16885_activation	activation	-->	BTK	Q06187	PLCG2	P16885	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	Osteoclast differentiation	KEGG	FALSE	NA	FALSE
Q06187_Q8WV28_binding/association	binding/association	---	BTK	Q06187	BLNK	Q8WV28	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	Osteoclast differentiation	KEGG	FALSE	NA	FALSE
